id,title,description,link,image_link,additional_image_link,price,sale_price,availability,condition,brand,item_group_id,product_type,google_product_category
40081,Camiseta Polo Blanca Solla Hombre,"Esta camiseta tipo polo marca Solla. Está hecha en tela piqué, reconocida por su textura fresca, su resistencia y su comodidad durante todo el día. Su diseño incorpora el logo bordado de Solla al frente, un detalle que le da identidad sin perder sobriedad.",https://www.plazacampo.com/camiseta-polo-blanca-solla-hombre-1/p?skuId=40081,https://b2csolla.vteximg.com.br/arquivos/ids/4379201-1000-1500/Camiseta-Polo-Blanca-Solla-Hombre.jpg?v=639059724565100000,https://b2csolla.vteximg.com.br/arquivos/ids/4379202-1000-1500/Camiseta-Polo-Blanca-Solla-Hombre.jpg?v=639059724562300000,80580 COP,,in stock,new,Solla,284,Moda Solla > Camisetas y Polos > Polo Hombre,Apparel & Accessories > Clothing
40082,Camiseta Polo Blanca Solla Hombre,"Esta camiseta tipo polo marca Solla. Está hecha en tela piqué, reconocida por su textura fresca, su resistencia y su comodidad durante todo el día. Su diseño incorpora el logo bordado de Solla al frente, un detalle que le da identidad sin perder sobriedad.",https://www.plazacampo.com/camiseta-polo-blanca-solla-hombre-1/p?skuId=40082,https://b2csolla.vteximg.com.br/arquivos/ids/4379206-1000-1500/Camiseta-Polo-Blanca-Solla-Hombre.jpg?v=639064908730070000,https://b2csolla.vteximg.com.br/arquivos/ids/4379205-1000-1500/Camiseta-Polo-Blanca-Solla-Hombre.jpg?v=639064908728200000,80580 COP,,in stock,new,Solla,284,Moda Solla > Camisetas y Polos > Polo Hombre,Apparel & Accessories > Clothing
40083,Camiseta Polo Blanca Solla Hombre,"Esta camiseta tipo polo marca Solla. Está hecha en tela piqué, reconocida por su textura fresca, su resistencia y su comodidad durante todo el día. Su diseño incorpora el logo bordado de Solla al frente, un detalle que le da identidad sin perder sobriedad.",https://www.plazacampo.com/camiseta-polo-blanca-solla-hombre-1/p?skuId=40083,https://b2csolla.vteximg.com.br/arquivos/ids/4379207-1000-1500/Camiseta-Polo-Blanca-Solla-Hombre.jpg?v=639218916877670000,https://b2csolla.vteximg.com.br/arquivos/ids/4379210-1000-1500/Camiseta-Polo-Blanca-Solla-Hombre.jpg?v=639218916875470000,80580 COP,,in stock,new,Solla,284,Moda Solla > Camisetas y Polos > Polo Hombre,Apparel & Accessories > Clothing
40084,Camiseta Polo Blanca Solla Hombre,"Esta camiseta tipo polo marca Solla. Está hecha en tela piqué, reconocida por su textura fresca, su resistencia y su comodidad durante todo el día. Su diseño incorpora el logo bordado de Solla al frente, un detalle que le da identidad sin perder sobriedad.",https://www.plazacampo.com/camiseta-polo-blanca-solla-hombre-1/p?skuId=40084,https://b2csolla.vteximg.com.br/arquivos/ids/4379213-1000-1500/Camiseta-Polo-Blanca-Solla-Hombre.jpg?v=638990605325000000,https://b2csolla.vteximg.com.br/arquivos/ids/4379214-1000-1500/Camiseta-Polo-Blanca-Solla-Hombre.jpg?v=638990605327030000,80580 COP,,in stock,new,Solla,284,Moda Solla > Camisetas y Polos > Polo Hombre,Apparel & Accessories > Clothing
109,Conejos Pel AGR 1 kg,"Agrinal Conejos es un alimento completo para gazapos destetos y conejos adultos tanto en levante, cria y ceba.",https://www.plazacampo.com/conejos-pel-agr-20-x-1-kg-1-jpg/p?skuId=109,https://b2csolla.vteximg.com.br/arquivos/ids/4380034-1000-1500/Conejos-Pel-AGR-1-kg.jpg?v=639070959090430000,https://b2csolla.vteximg.com.br/arquivos/ids/4380032-1000-1500/Conejos-Pel-AGR-1-kg.jpg?v=639070959088700000,2200 COP,,in stock,new,Agrinal,109,Conejos > Agrinal > Producción,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies
107,Campeon Galletas 400g,"Galleta con probiótico que contribuyen al mejoramiento del sistema inmune del caballo y mejoran la absorción de nutrientes. Práctico empaque con tapa, y con un tamaño adecuado para facilitar su manejo.",https://www.plazacampo.com/campeon-galletas-12x400g-1-jpg/p?skuId=107,https://b2csolla.vteximg.com.br/arquivos/ids/4380074-1000-1500/Campeon-Galletas-400g.jpg?v=639123771334830000,https://b2csolla.vteximg.com.br/arquivos/ids/4380076-1000-1500/Campeon-Galletas-400g.jpg?v=639123771333130000,18800 COP,,in stock,new,Solla,107,Equinos > Solla > Mantenimiento,Business & Industrial > Agriculture > Animal Husbandry
89,Nutrecat arena olor refill 5 Kg,"Producto a base de Bentonita natural, inerte y granulada con alta capacidad de retención de humedad y olores, de aplicación en arenas sanitarias para gatos. Nutrecat arena, es fabricado con materiales naturales que garantizan la inocuidad y salud de los gatos. Controla los olores propios de los desechos felinos mejorando el medioambiente de los hogares con mascotas.",https://www.plazacampo.com/nutrecat-arena-olor-refill-4x5-kg-1-jpg/p?skuId=89,https://b2csolla.vteximg.com.br/arquivos/ids/4380803-1000-1500/Nutrecat-arena-olor-refill-5-Kg.jpg?v=639253477607270000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380804-1000-1500/Nutrecat-arena-olor-refill-5-Kg.jpg?v=639253653694130000,https://b2csolla.vteximg.com.br/arquivos/ids/4380401-1000-1500/Nutrecat-arena-olor-refill-5-Kg.jpg?v=639253653695870000,https://b2csolla.vteximg.com.br/arquivos/ids/4380405-1000-1500/Nutrecat-arena-olor-refill-5-Kg.jpg?v=639253653697800000",21200 COP,,in stock,new,Nutrecat,89,Gatos > Nutrecat > Aseo,Animals & Pet Supplies > Pet Supplies > Cat Supplies
72,Nutrecan Pate Sabor Pollo Hum 300 gr,"Alimento húmedo, completo y balanceado para perros de todas las razas y edades, calidad humana, de rico sabor y alto valor nutricional. Rica combinación de Carne con Verduras, y Quinua. La Quinua, es el pseudocereal, más completo de la naturaleza, ya que contiene todos los aminoácidos esenciales para el perro, es rica en vitaminas, minerales y baja en grasa. Ayuda a mejorar el consumo de alimento, especialmente, en las Razas pequeñas, renuentes al consumo de alimentos secos. Productos suaves y blandos, ideales para perros en desarrollo y para los de la tercera edad.",https://www.plazacampo.com/nutrecan-pate-sabor-pollo-hum-24x300-gr-1-jpg/p?skuId=72,https://b2csolla.vteximg.com.br/arquivos/ids/4380169-1000-1500/Nutrecan-Pate-Sabor-Pollo-Hum-300-gr.jpg?v=639123771389770000,,13100 COP,,in stock,new,Nutrecan,72,Perros > Nutrecan > Alimento húmedo,Animals & Pet Supplies > Pet Supplies > Dog Supplies
71,Nutrecan Pate Sabor Carne Hum 300 gr,"Alimento húmedo, completo y balanceado para perros de todas las razas y edades, calidad humana, de rico sabor y alto valor nutricional. Rica combinación de Carne con Verduras, y Quinua. La Quinua, es el pseudocereal, más completo de la naturaleza, ya que contiene todos los aminoácidos esenciales para el perro, es rica en vitaminas, minerales y baja en grasa. Ayuda a mejorar el consumo de alimento, especialmente, en las Razas pequeñas, renuentes al consumo de alimentos secos. Productos suaves y blandos, ideales para perros en desarrollo y para los de la tercera edad.",https://www.plazacampo.com/nutrecan-pate-sabor-carne-hum-24x300-gr-1-jpg/p?skuId=71,https://b2csolla.vteximg.com.br/arquivos/ids/4380265-1000-1500/Nutrecan-Pate-Sabor-Carne-Hum-300-gr.jpg?v=639123770970070000,,13100 COP,,in stock,new,Nutrecan,71,Perros > Nutrecan > Alimento húmedo,Animals & Pet Supplies > Pet Supplies > Dog Supplies
56,Lucky Adultos Raza Mediana Ext 8 Kg,Alimento completo extruido para perros adultos de razas medianas.,https://www.plazacampo.com/lucky-adultos-raza-mediana-ext-8kg-1/p?skuId=56,https://b2csolla.vteximg.com.br/arquivos/ids/4381798-1000-1500/Lucky-Adultos-Raza-Mediana-Ext-8-Kg.webp?v=639244837386830000,"https://b2csolla.vteximg.com.br/arquivos/ids/4382137-1000-1500/Lucky-Adultos-Raza-Mediana-Ext-8-Kg.webp?v=639245017896970000,https://b2csolla.vteximg.com.br/arquivos/ids/4381974-1000-1500/Lucky-Adultos-Raza-Mediana-Ext-8-Kg.webp?v=639245017898470000,https://b2csolla.vteximg.com.br/arquivos/ids/4381006-1000-1500/Lucky-Adultos-Raza-Mediana-Ext-8-Kg.webp?v=639245017900100000",111700 COP,,in stock,new,Lucky Perros,56,Perros > Lucky Perros > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36791,Lucky Cuidado Urinario 2Kg,"Nutrición High Premium para la Salud Urinaria Lucky Cuidado Urinario es una fórmula natural high premium diseñada para proteger el sistema urinario del gato, reducir infecciones y prevenir la formación de cálculos. *Este producto puede usarse en gatos cachorros y adultos* Beneficios clave: Arándanos naturales como apoyo clínico para la salud urinaria. pH urinario controlado y balanceado. Bajo contenido de magnesio para ayudar a prevenir cálculos. Soporte nutricional continuo para riñones y vejiga. Ideal para: gatos con tendencia a problemas urinarios o como cuidado preventivo diario.",https://www.plazacampo.com/lucky-cuidado-urinario-ext-8x2kg-1/p?skuId=36791,https://b2csolla.vteximg.com.br/arquivos/ids/4380847-1000-1500/Lucky-Cuidado-Urinario-2Kg.jpg?v=639185221584430000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380844-1000-1500/Lucky-Cuidado-Urinario-2Kg.jpg?v=639185401124670000,https://b2csolla.vteximg.com.br/arquivos/ids/4380846-1000-1500/Lucky-Cuidado-Urinario-2Kg.jpg?v=639185401126700000,https://b2csolla.vteximg.com.br/arquivos/ids/4380845-1000-1500/Lucky-Cuidado-Urinario-2Kg.jpg?v=639185401128770000",44300 COP,,in stock,new,Lucky Gatos,349,Gatos > Lucky Gatos > Cuidado Urinario,Animals & Pet Supplies > Pet Supplies > Cat Supplies
36811,Lucky Control Peso 2Kg,"Lucky Control de Peso es un alimento premium formulado para ayudar a tu mascota a mantener un peso ideal sin sacrificar sabor ni nutrición. Su fórmula contiene un contenido reducido de grasa y calorías, ideal para perros con tendencia al sobrepeso o esterilizados. Enriquecido con L-carnitina, favorece la quema natural de grasa y su conversión en energía, mientras que su alto contenido de fibra ayuda a prolongar la sensación de saciedad y controlar el apetito. Además, su fuente de proteína de alta calidad proveniente del salmón contribuye a mantener una masa muscular firme y saludable, apoyando al mismo tiempo el control del peso corporal. Ideal para: mascotas que necesitan controlar su peso de forma saludable, manteniendo fuerza, energía y bienestar diario. Con Lucky Control de Peso, tu mascota disfruta de una alimentación balanceada, sabrosa y funcional para cuidar su figura y su salud.",https://www.plazacampo.com/lucky-control-peso-ext-2-kg-1/p?skuId=36811,https://b2csolla.vteximg.com.br/arquivos/ids/4379356-1000-1500/Lucky-Control-Peso-2Kg.webp?v=639255937623800000,"https://b2csolla.vteximg.com.br/arquivos/ids/4379357-1000-1500/Lucky-Control-Peso-2Kg.webp?v=639255937625670000,https://b2csolla.vteximg.com.br/arquivos/ids/4379355-1000-1500/Lucky-Control-Peso-2Kg.webp?v=639255937627170000,https://b2csolla.vteximg.com.br/arquivos/ids/4379358-1000-1500/Lucky-Control-Peso-2Kg.webp?v=639255937628870000",32600 COP,,in stock,new,Lucky Perros,344,Perros > Lucky Perros > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36809,Lucky Cuidado Digestivo 8Kg,"Lucky Digestive Care ofrece una nutrición avanzada diseñada para mantener una digestión equilibrada y un sistema intestinal saludable. Su fórmula combina una mezcla de probióticos y prebióticos que fortalecen la flora intestinal y mejoran la absorción de nutrientes, promoviendo el bienestar digestivo desde adentro. Enriquecido con fibra natural, salmón e hígado hidrolizado, este alimento garantiza una digestibilidad superior, una fácil asimilación y un sabor irresistible que tu mascota amará. Además, ayuda a controlar alteraciones digestivas de origen inmunológico (alergias alimentarias) o no inmunológico (intolerancias), reduciendo la inflamación del tracto gastrointestinal y los síntomas asociados. Ideal para: perros y gatos con digestión sensible o con antecedentes de problemas gastrointestinales, que necesitan una alimentación completa, equilibrada y de alta calidad.",https://www.plazacampo.com/lucky-cuidado-digestivo-ext-8-kg-1/p?skuId=36809,https://b2csolla.vteximg.com.br/arquivos/ids/4379352-1000-1500/Lucky-Cuidado-Digestivo-8Kg.webp?v=639255937619100000,"https://b2csolla.vteximg.com.br/arquivos/ids/4379353-1000-1500/Lucky-Cuidado-Digestivo-8Kg.webp?v=639255937620600000,https://b2csolla.vteximg.com.br/arquivos/ids/4379354-1000-1500/Lucky-Cuidado-Digestivo-8Kg.webp?v=639255937622000000,https://b2csolla.vteximg.com.br/arquivos/ids/4379351-1000-1500/Lucky-Cuidado-Digestivo-8Kg.webp?v=639255937623200000",138900 COP,,in stock,new,Lucky Perros,342,Perros > Lucky Perros > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36805,Lucky Cuidado Piel 2Kg,"Lucky Cuidado de la Piel es un alimento hipoalergénico especialmente formulado para perros y gatos con piel sensible o alergias alimentarias. Su fórmula contiene proteína 100% hidrolizada, una fuente pura de proteína hipoalergénica que reduce las reacciones adversas y mejora la digestión. Además, es libre de gluten (Gluten Free) y está enriquecido con biotina, que fortalece el pelaje, previene la caída del pelo y favorece una piel más sana, hidratada y brillante. Ideal para: perros y gatos que requieren una alimentación segura, digestiva y nutritiva, con el propósito de cuidar su piel, su pelaje y su bienestar diario.",https://www.plazacampo.com/lucky-cuidado-piel-ext-2-kg-1/p?skuId=36805,https://b2csolla.vteximg.com.br/arquivos/ids/4379341-1000-1500/Lucky-Cuidado-Piel-2Kg.webp?v=639255937682400000,"https://b2csolla.vteximg.com.br/arquivos/ids/4379340-1000-1500/Lucky-Cuidado-Piel-2Kg.webp?v=639255937683630000,https://b2csolla.vteximg.com.br/arquivos/ids/4379342-1000-1500/Lucky-Cuidado-Piel-2Kg.webp?v=639255937685330000,https://b2csolla.vteximg.com.br/arquivos/ids/4379339-1000-1500/Lucky-Cuidado-Piel-2Kg.webp?v=639255937686870000",35800 COP,,in stock,new,Lucky Perros,339,Perros > Lucky Perros > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
